region,contract,buyer,supplier,amount,award_date,start_date,end_date,link
Federal,"Communications/Networking equipment (includes analog, digital and combined analog/digital equipment, cabling, parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$1,318,552","Mar 8, 2023","Mar 8, 2023","Mar 7, 2024",https://theijf.org/procurement/p000046617_ssc
Federal,"Communications/Networking equipment (includes analog, digital and combined analog/digital equipment, cabling, parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$49,206","Mar 8, 2023","Mar 8, 2023","Mar 7, 2024",https://theijf.org/procurement/p000046828_ssc
Federal,"Computer equipment related to production and operations (P&O) environment-All servers, storage, printers, etc. (includes all related parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$141,879","Mar 8, 2023","Mar 8, 2023","Mar 7, 2024",https://theijf.org/procurement/p000046668_ssc
Federal,"Computer equipment related to production and operations (P&O) environment-All servers, storage, printers, etc. (includes all related parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$165,361","Mar 8, 2023","Mar 8, 2023","Mar 7, 2024",https://theijf.org/procurement/p000047201_ssc
Federal,Data communications services,National Research Council Canada,BELL CANADA,"$10,183","Feb 7, 2022","Feb 7, 2022","Feb 29, 2024",https://theijf.org/procurement/986168_nrc
Federal,"Communications/Networking equipment (includes analog, digital and combined analog/digital equipment, cabling, parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$28,362","Jan 26, 2023","Jan 26, 2023","Jan 25, 2024",https://theijf.org/procurement/p000044601_ssc
Federal,"Communications/Networking equipment (includes analog, digital and combined analog/digital equipment, cabling, parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$836,862","Jan 20, 2023","Jan 20, 2023","Jan 19, 2024",https://theijf.org/procurement/p000044377_ssc
Federal,Data communications services,Fisheries and Oceans Canada,BELL CANADA,"$27,798","Sep 13, 2023","Sep 14, 2023","Jan 15, 2024",https://theijf.org/procurement/4500053739_dfo
Federal,"Communications/Networking equipment (includes analog, digital and combined analog/digital equipment, cabling, parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$19,723","Jan 12, 2023","Jan 12, 2023","Jan 11, 2024",https://theijf.org/procurement/p000044288_ssc
Federal,"Communications/Networking equipment (includes analog, digital and combined analog/digital equipment, cabling, parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$19,626","Jan 12, 2023","Jan 12, 2023","Jan 11, 2024",https://theijf.org/procurement/p000044287_ssc
Federal,"Communications/Networking equipment (includes analog, digital and combined analog/digital equipment, cabling, parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$19,642","Jan 12, 2023","Jan 12, 2023","Jan 11, 2024",https://theijf.org/procurement/p000044416_ssc
Federal,"Communications/Networking equipment (includes analog, digital and combined analog/digital equipment, cabling, parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$633,035","Jan 6, 2023","Jan 6, 2023","Jan 5, 2024",https://theijf.org/procurement/p000043947_ssc
Federal,"Communications/Networking equipment (includes analog, digital and combined analog/digital equipment, cabling, parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$33,557","Jan 4, 2023","Jan 4, 2023","Jan 3, 2024",https://theijf.org/procurement/p000043777_ssc
Federal,"Communications/Networking equipment (includes analog, digital and combined analog/digital equipment, cabling, parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$10,972","Jan 4, 2023","Jan 4, 2023","Jan 3, 2024",https://theijf.org/procurement/p000043830_ssc
Federal,"Computer equipment related to production and operations (P&O) environment-All servers, storage, printers, etc. (includes all related parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$18,076","Jan 4, 2023","Jan 4, 2023","Jan 3, 2024",https://theijf.org/procurement/p000043828_ssc
Federal,Other Business services not Elsewhere Specified,Royal Canadian Mounted Police,BELL CANADA/BELL NEXXIA,"$28,590","Apr 14, 2023","Apr 14, 2023","Jun 30, 2023",https://theijf.org/procurement/7264429_rcmp
Federal,Information technology and telecommunications consultants,Global Affairs Canada,BELL CANADA,"$227,371","Nov 9, 2023","Nov 9, 2023","Dec 31, 2023",https://theijf.org/procurement/4002170_dfatd
Federal,Data communications services,Fisheries and Oceans Canada,BELL ALIANT,"$14,978","Aug 31, 2023","Sep 5, 2023","Dec 31, 2023",https://theijf.org/procurement/4500053172_dfo
Federal,Information technology and telecommunications consultants,Global Affairs Canada,Bell Canada,"$535,666","Sep 25, 2023","Sep 25, 2023","Dec 31, 2023",https://theijf.org/procurement/7453407_dfatd
Federal,Information technology and telecommunications consultants,Global Affairs Canada,Bell Canada,"$114,074","Oct 3, 2023","Oct 3, 2023","Dec 22, 2023",https://theijf.org/procurement/7453551_dfatd
Federal,"Communications/Networking equipment (includes analog, digital and combined analog/digital equipment, cabling, parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$36,550","Dec 20, 2022","Dec 20, 2022","Dec 19, 2023",https://theijf.org/procurement/p000043470_ssc
Federal,"Computer equipment related to production and operations (P&O) environment-All servers, storage, printers, etc. (includes all related parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$25,842","Dec 20, 2022","Dec 20, 2022","Dec 19, 2023",https://theijf.org/procurement/p000043486_ssc
Federal,"Computer equipment related to production and operations (P&O) environment-All servers, storage, printers, etc. (includes all related parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$389,487","Dec 20, 2022","Dec 20, 2022","Dec 19, 2023",https://theijf.org/procurement/p000043524_ssc
Federal,"Communications/Networking equipment (includes analog, digital and combined analog/digital equipment, cabling, parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$14,621","Dec 14, 2022","Dec 14, 2022","Dec 13, 2023",https://theijf.org/procurement/p000043294_ssc
Federal,"Communications/Networking equipment (includes analog, digital and combined analog/digital equipment, cabling, parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$340,087","Dec 7, 2022","Dec 7, 2022","Dec 6, 2023",https://theijf.org/procurement/p000043048_ssc
Federal,"Computer equipment related to production and operations (P&O) environment-All servers, storage, printers, etc. (includes all related parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$20,574","Dec 6, 2022","Dec 6, 2022","Dec 5, 2023",https://theijf.org/procurement/p000043111_ssc
Federal,"Communications/Networking equipment (includes analog, digital and combined analog/digital equipment, cabling, parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$18,214","Dec 2, 2022","Dec 2, 2022","Dec 1, 2023",https://theijf.org/procurement/p000042884_ssc
Federal,"Buildings and/or installations for telecommunications, computers and/or electronic/automated office systems",Public Services and Procurement Canada,THE BELL TELEPHONE COMPANY OF,"$61,759","Oct 28, 2022","Oct 28, 2022","Dec 1, 2023",https://theijf.org/procurement/ep750b2395_pwgsc
Federal,Other Business services not Elsewhere Specified,Fisheries and Oceans Canada,BELL CANADA,"$15,410","Jun 26, 2023","Jun 30, 2023","Nov 30, 2023",https://theijf.org/procurement/4500049534_dfo
Federal,Information technology and telecommunications consultants,Global Affairs Canada,Bell Canada,"$49,240","Oct 3, 2023","Oct 3, 2023","Nov 30, 2023",https://theijf.org/procurement/7453552_dfatd
Federal,Computer equipment related to distributed computing environment (DCE)-Desktop/personal/portable (includes all related parts and peripherals),National Defence,Bell Canada,"$271,292","Nov 4, 2022","Nov 4, 2022","Nov 4, 2023",https://theijf.org/procurement/k000022041_dnd
Federal,Computer equipment related to distributed computing environment (DCE)-Desktop/personal/portable (includes all related parts and peripherals),National Defence,Bell Canada,"$70,420","Dec 8, 2022","Dec 8, 2022","Oct 31, 2023",https://theijf.org/procurement/k000022676_dnd
Federal,Other Business services not Elsewhere Specified,Royal Canadian Mounted Police,BELL CANADA/BELL NEXXIA,"$89,391","Jul 26, 2023","Jul 26, 2023","Oct 31, 2023",https://theijf.org/procurement/7266206_rcmp
Federal,"Computer equipment related to production and operations (P&O) environment-All servers, storage, printers, etc. (includes all related parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$244,758","Oct 24, 2022","Oct 24, 2022","Oct 23, 2023",https://theijf.org/procurement/p000041578_ssc
Federal,Other Business services not Elsewhere Specified,Royal Canadian Mounted Police,BELL CANADA/BELL NEXXIA,"$293,170","Apr 13, 2023","Apr 13, 2023","Sep 30, 2023",https://theijf.org/procurement/7264418_rcmp
Federal,ACQUISITION OF COMMUNICATIONS/NETWORKING EQUIPMENT,Department of Justice Canada,BELL DISTRIBUTION INC.,"$269,280","Oct 29, 2020","Oct 29, 2020","Sep 30, 2023",https://theijf.org/procurement/ssc2014247_jus
Federal,"Communications/Networking equipment (includes analog, digital and combined analog/digital equipment, cabling, parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$4,682,984","Sep 29, 2022","Sep 29, 2022","Sep 28, 2023",https://theijf.org/procurement/p000040901_ssc
Federal,Other Business services not Elsewhere Specified,Fisheries and Oceans Canada,BELL CANADA,"$27,120","Jun 26, 2023","Jun 29, 2023","Aug 31, 2023",https://theijf.org/procurement/4500049722_dfo
Federal,"Computer equipment related to production and operations (P&O) environment-All servers, storage, printers, etc. (includes all related parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$316,232","Jul 19, 2022","Jul 19, 2022","Jul 18, 2023",https://theijf.org/procurement/p000039053_ssc
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Canadian Radio-television and Telecommunications Commission,Bell Canada,"$148,609","Sep 14, 2022","Sep 14, 2022","Jun 30, 2023",https://theijf.org/procurement/8054426_crtc
Federal,Computer equipment related to Distributed Computing Environment (DCE) - Desktop/personal/portable (includes all related parts and peripherals),Global Affairs Canada,BELL CANADA,"$28,790","Jan 25, 2023","Jan 25, 2023","May 18, 2023",https://theijf.org/procurement/4002024_dfatd
Federal,"Communications/Networking equipment (includes analog, digital and combined analog/digital equipment, cabling, parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$403,887","May 10, 2022","May 10, 2022","May 9, 2023",https://theijf.org/procurement/p000036984_ssc
Federal,"Communications/Networking equipment (includes analog, digital and combined analog/digital equipment, cabling, parts and peripherals)",Privy Council Office,BELL CANADA,"$23,523","Mar 21, 2023","Mar 21, 2023","Apr 30, 2023",https://theijf.org/procurement/s20221480_pco
Federal,Other Business services not Elsewhere Specified,Royal Canadian Mounted Police,BELL CANADA/BELL NEXXIA,"$10,649","Mar 24, 2023","Mar 24, 2023","Apr 3, 2023",https://theijf.org/procurement/7263979_rcmp
Federal,"Image/Video communications equipment (includes telepresence/video conferencing equipment, cabling, parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$1,155,356","May 13, 2022","May 13, 2022","Mar 31, 2023",https://theijf.org/procurement/p000036832_ssc
Federal,Other Business services not Elsewhere Specified,Royal Canadian Mounted Police,BELL CANADA/BELL NEXXIA,"$54,454","Aug 15, 2022","Aug 15, 2022","Mar 31, 2023",https://theijf.org/procurement/7258712_rcmp
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$7,870","Jan 11, 2023","Jun 7, 2022","Mar 31, 2023",https://theijf.org/procurement/700655425_ssc
Federal,Information technology and telecommunications consultants,National Defence,BELL CANADA,"$485,647","Jan 26, 2023","Jan 26, 2023","Mar 31, 2023",https://theijf.org/procurement/w3162_4502558607_dnd
Federal,Communications/Networking Equipment,Correctional Service of Canada,BELL CANADA,"$197,750","Nov 11, 2022","Nov 11, 2022","Mar 31, 2023",https://theijf.org/procurement/21150_23_4253349_csc
Federal,1283-Workstation IT Equipment,Canadian Institutes of Health Research,BELL CANADA,"$39,480","Feb 22, 2023","Feb 22, 2023","Mar 31, 2023",https://theijf.org/procurement/2710_cihr
Federal,1283-Workstation IT Equipment,Canadian Institutes of Health Research,BELL CANADA,"$40,610","Jan 4, 2023","Jan 4, 2023","Mar 31, 2023",https://theijf.org/procurement/2709_cihr
Federal,1283-Workstation IT Equipment,Canadian Institutes of Health Research,BELL CANADA,"$59,160","Mar 7, 2023","Mar 7, 2023","Mar 31, 2023",https://theijf.org/procurement/2718_cihr
Federal,"Image/Video Communications Equipment (includes Telepresence/Video Conferencing Equipment, cabling, parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$499,519","Sep 26, 2022","Sep 26, 2022","Mar 31, 2023",https://theijf.org/procurement/p000041467_ssc
Federal,"Communications/Networking equipment (includes analog, digital and combined analog/digital equipment, cabling, parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$1,256,522","Oct 17, 2022","Oct 17, 2022","Mar 31, 2023",https://theijf.org/procurement/p000041309_ssc
Federal,"Computer equipment related to production and operations (P&O) environment-All servers, storage, printers, etc. (includes all related parts and peripherals)",National Defence,Bell Canada,"$202,509","Nov 22, 2022","Nov 22, 2022","Mar 31, 2023",https://theijf.org/procurement/2bn125779_dnd
Federal,Other equipment,Agriculture and Agri-Food Canada,BELL CANADA,"$12,933","Apr 1, 2022","Apr 1, 2022","Mar 31, 2023",https://theijf.org/procurement/3000745357_aafc
Federal,Other Business services not Elsewhere Specified,Royal Canadian Mounted Police,BELL CANADA/BELL NEXXIA,"$134,078","Sep 16, 2022","Sep 26, 2022","Mar 31, 2023",https://theijf.org/procurement/7259941_rcmp
Federal,Other Business services not Elsewhere Specified,Royal Canadian Mounted Police,BELL CANADA/BELL NEXXIA,"$288,177","Aug 2, 2022","Aug 2, 2022","Mar 31, 2023",https://theijf.org/procurement/7259105_rcmp
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"-$8,983","Mar 6, 2023","Nov 17, 2021","Mar 31, 2023",https://theijf.org/procurement/700616376_ssc
Federal,Voice communications services,Shared Services Canada,BELL ALIANT REGIONAL,"$10,856","Jan 19, 2022","Jan 19, 2022","Mar 31, 2023",https://theijf.org/procurement/700626273_ssc
Federal,Voice communications services,Shared Services Canada,BELL ALIANT REGIONAL,"$22,459","Nov 3, 2021","Nov 3, 2021","Mar 31, 2023",https://theijf.org/procurement/700614097_ssc
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$6,501","Oct 15, 2021","Oct 15, 2021","Mar 31, 2023",https://theijf.org/procurement/700610662_ssc
Federal,"Communications/Networking equipment (includes analog, digital and combined analog/digital equipment, cabling, parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$46,983","Feb 10, 2021","Feb 10, 2021","Mar 31, 2023",https://theijf.org/procurement/p000021185_ssc
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$14,684","Jun 7, 2021","Jun 7, 2021","Mar 31, 2023",https://theijf.org/procurement/700588111_ssc
Federal,Other Business services not Elsewhere Specified,Royal Canadian Mounted Police,BELL CANADA/BELL NEXXIA,"$888,087","Mar 14, 2022","Mar 14, 2022","Mar 31, 2023",https://theijf.org/procurement/7256578_rcmp
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$12,632","Apr 12, 2022","Apr 12, 2022","Mar 31, 2023",https://theijf.org/procurement/700643780_ssc
Federal,Other Business services not Elsewhere Specified,Royal Canadian Mounted Police,BELL CANADA/BELL NEXXIA,"$146,492","Apr 1, 2022","Apr 1, 2022","Mar 31, 2023",https://theijf.org/procurement/7256577_rcmp
Federal,Other Business services not Elsewhere Specified,Royal Canadian Mounted Police,BELL CANADA/BELL NEXXIA,"$372,633","Apr 7, 2022","Apr 7, 2022","Mar 31, 2023",https://theijf.org/procurement/7256971_rcmp
Federal,Other Business services not Elsewhere Specified,Royal Canadian Mounted Police,BELL CANADA/BELL NEXXIA,"$14,605","Apr 1, 2022","Apr 7, 2022","Mar 31, 2023",https://theijf.org/procurement/7256969_rcmp
Federal,Other Business services not Elsewhere Specified,Royal Canadian Mounted Police,BELL CANADA/BELL NEXXIA,"$421,979","May 5, 2022","May 5, 2022","Mar 31, 2023",https://theijf.org/procurement/7256968_rcmp
Federal,Voice communications services,Courts Administration Service,Bell Canada,"$13,458","May 25, 2022","Apr 1, 2022","Mar 31, 2023",https://theijf.org/procurement/5x001_22_0232_cas
Federal,Other Business services not Elsewhere Specified,Royal Canadian Mounted Police,BELL CANADA/BELL NEXXIA,"$67,192","Nov 28, 2022","Nov 28, 2022","Mar 31, 2023",https://theijf.org/procurement/7259258_rcmp
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$16,976","Nov 10, 2021","Nov 10, 2021","Mar 31, 2023",https://theijf.org/procurement/700615276_ssc
Federal,Computer equipment related to Distributed Computing Environment (DCE) - Desktop/personal/portable (includes all related parts and peripherals),Financial Consumer Agency of Canada,BELL MOBILITY INC.,"$570,447","Feb 2, 2021","Feb 2, 2021","Mar 31, 2023",https://theijf.org/procurement/5r00201541_fcac
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$12,741","Jan 16, 2023","Aug 27, 2021","Mar 31, 2023",https://theijf.org/procurement/700603118_ssc
Federal,Information Technology and Telecommunications Consultants,Canadian Heritage,BELL CANADA,"$88,254","Feb 14, 2023","Feb 14, 2023","Mar 31, 2023",https://theijf.org/procurement/45456553_pch
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$20,361","Aug 20, 2021","Aug 20, 2021","Mar 31, 2023",https://theijf.org/procurement/700602024_ssc
Federal,"Buildings and/or installations for telecommunications, computers and/or electronic/automated office systems",Public Services and Procurement Canada,The Bell Telephone Company Of,"$17,484","Dec 21, 2022","Oct 7, 2022","Mar 31, 2023",https://theijf.org/procurement/ep75830563_pwgsc
Federal,Data communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$165,545","Dec 23, 2021","Dec 23, 2021","Mar 31, 2023",https://theijf.org/procurement/p000030605_ssc
Federal,"Electric Lighting, Distribution and Control Eqpt",Public Services and Procurement Canada,The Bell Telephone Company Of,"$177,780","Mar 27, 2022","Mar 27, 2022","Mar 31, 2023",https://theijf.org/procurement/ep75021743_pwgsc
Federal,Management consulting,Public Services and Procurement Canada,The Bell Telephone Company Of,"$19,452","Dec 14, 2022","Jun 30, 2022","Mar 31, 2023",https://theijf.org/procurement/ep75021833_pwgsc
Federal,"Buildings and/or installations for telecommunications, computers and/or electronic/automated office systems",Public Services and Procurement Canada,The Bell Telephone Company Of,"$42,486","Oct 20, 2022","Apr 13, 2022","Mar 31, 2023",https://theijf.org/procurement/ep75022149_pwgsc
Federal,"Image/Video communications equipment (includes telepresence/video conferencing equipment, cabling, parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$1,581,415","Jan 24, 2023","Jan 24, 2023","Mar 31, 2023",https://theijf.org/procurement/p000044442_ssc
Federal,ACQ. COMPUTER EQUIPMENT-CLIENT COMPUTING DOMAIN,Public Prosecution Service of Canada,BELL,"$286,499","Feb 10, 2023","Feb 10, 2023","Mar 31, 2023",https://theijf.org/procurement/4500149092_ppsc
Federal,ACQ. COMPUTER EQUIPMENT-CLIENT COMPUTING DOMAIN,Public Prosecution Service of Canada,BELL MOBILITY,"$113,018","Nov 9, 2022","Nov 9, 2022","Mar 31, 2023",https://theijf.org/procurement/4500148576_ppsc
Federal,Communications/Network services (includes servic,Fisheries and Oceans Canada,BELL ALIANT,"$101,302","Jul 12, 2022","May 28, 2022","Mar 31, 2023",https://theijf.org/procurement/4500029342_dfo
Federal,"Computer equipment related to production and operations (P&O) environment-All servers, storage, printers, etc. (includes all related parts and peripherals)",National Defence,Bell Canada,"$632,348","Feb 13, 2023","Feb 13, 2023","Mar 31, 2023",https://theijf.org/procurement/2bscs12875_dnd
Federal,"Communications/Networking equipment (includes analog, digital and combined analog/digital equipment, cabling, parts and peripherals)",Canadian Transportation Agency,BELL CANADA,"$120,226","Feb 14, 2023","Feb 14, 2023","Mar 31, 2023",https://theijf.org/procurement/y21102352a_cta
Federal,0230 Voice Communications Services (inc analog/digital voice comm services),Parole Board of Canada,BELL CANADA TELEPHONE,"$11,500","Mar 29, 2022","Apr 1, 2022","Mar 31, 2023",https://theijf.org/procurement/p2300047_pbc
Federal,Data communications services,Parole Board of Canada,BELL MOBILITY INC,"$46,330","May 4, 2022","Apr 1, 2022","Mar 31, 2023",https://theijf.org/procurement/p2300062_pbc
Federal,1239 Other office equipment and parts,Parole Board of Canada,BELL CANADA,"$84,903","Sep 22, 2022","Sep 22, 2022","Mar 31, 2023",https://theijf.org/procurement/p2300149_pbc
Federal,0230 Voice Communications Services (inc analog/digital voice),Parole Board of Canada,BELL CANADA,"$23,800","Mar 29, 2022","Apr 1, 2022","Mar 31, 2023",https://theijf.org/procurement/p2300043_pbc
Federal,"Computer equipment related to production and operations (P&O) environment-All servers, storage, printers, etc. (includes all related parts and peripherals)",National Defence,Bell Canada,"$12,561,922","Mar 13, 2023","Mar 13, 2023","Mar 31, 2023",https://theijf.org/procurement/k000024220_dnd
Federal,Voice communications services,Office of the Commissioner for Federal Judicial Affairs Canada,Bell Canada,"$37,290","Apr 26, 2022","Apr 1, 2022","Mar 31, 2023",https://theijf.org/procurement/4f001_22_011_fja
Federal,"Computer equipment related to production and operations (P&O) environment-All servers, storage, printers, etc. (includes all related parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$856,178","Mar 31, 2022","Mar 31, 2022","Mar 30, 2023",https://theijf.org/procurement/p000033277_ssc
Federal,"Communications/Networking equipment (includes analog, digital and combined analog/digital equipment, cabling, parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$228,032","Mar 29, 2022","Mar 29, 2022","Mar 28, 2023",https://theijf.org/procurement/p000035612_ssc
Federal,Data communications services,National Defence,The Bell Telephone Company of Canada,"$59,910","Mar 23, 2020","Mar 23, 2020","Mar 23, 2023",https://theijf.org/procurement/2bnt400979973_dnd
Federal,Voice communications services,Elections Canada,BELL CANADA,"$252,912","Aug 1, 2022","Aug 1, 2022","Feb 28, 2023",https://theijf.org/procurement/80005117_elections
Federal,Voice communications services,Elections Canada,BELL CANADA,"$371,149","Aug 1, 2022","Aug 1, 2022","Feb 28, 2023",https://theijf.org/procurement/80005116_elections
Federal,"Computer equipment related to production and operations (P&O) environment-All servers, storage, printers, etc. (includes all related parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$377,146","Feb 22, 2022","Feb 22, 2022","Feb 21, 2023",https://theijf.org/procurement/p000033232_ssc
Federal,"Communications/Networking equipment (includes analog, digital and combined analog/digital equipment, cabling, parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$83,468","Feb 9, 2022","Feb 9, 2022","Feb 8, 2023",https://theijf.org/procurement/p000032869_ssc
Federal,"Computer equipment related to production and operations (P&O) environment-All servers, storage, printers, etc. (includes all related parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$37,405","Jan 28, 2022","Jan 28, 2022","Jan 27, 2023",https://theijf.org/procurement/p000032248_ssc
Federal,Advertising Services,Canadian Heritage,Bell Media Inc,"$11,303","Nov 28, 2022","Nov 28, 2022","Jan 9, 2023",https://theijf.org/procurement/45454686_pch
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$60,254","Jan 4, 2022","Jan 4, 2022","Jan 3, 2023",https://theijf.org/procurement/p000031403_ssc
Federal,"Communications/Networking equipment (includes analog, digital and combined analog/digital equipment, cabling, parts and",Office of the Public Sector Integrity Commissioner of Canada,Bell Mobility Inc.,"$56,644","Oct 3, 2022","Oct 3, 2022","Dec 31, 2022",https://theijf.org/procurement/p2300047_psic
Federal,Application software (including COTS) and application development and delivery software,Courts Administration Service,Bell Canada,"$20,069","Dec 22, 2021","Dec 23, 2021","Dec 31, 2022",https://theijf.org/procurement/5x001_21_0811_cas
Federal,Other Business services not Elsewhere Specified,Royal Canadian Mounted Police,BELL CANADA/BELL NEXXIA,"$56,093","Jun 10, 2022","Jun 10, 2022","Dec 30, 2022",https://theijf.org/procurement/7257999_rcmp
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$72,378","Dec 15, 2021","Dec 15, 2021","Dec 14, 2022",https://theijf.org/procurement/p000030703_ssc
Federal,License/Maintenance fees for application software (including COTS) and application development and delivery software,Treasury Board of Canada Secretariat,BELL CANADA,$0,"Dec 10, 2021","Dec 10, 2021","Dec 10, 2022",https://theijf.org/procurement/2406222221_tbs
Federal,"Communications/Networking equipment (includes analog, digital and combined analog/digital equipment, cabling, parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$374,308","Dec 9, 2021","Dec 9, 2021","Dec 8, 2022",https://theijf.org/procurement/p000030355_ssc
Federal,"Computer equipment related to production and operations (P&O) environment-All servers, storage, printers, etc. (includes all related parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$1,534,638","Dec 9, 2021","Dec 9, 2021","Dec 8, 2022",https://theijf.org/procurement/p000030403_ssc
Federal,"Computer equipment related to production and operations (P&O) environment-All servers, storage, printers, etc. (includes all related parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$2,120,547","Dec 6, 2021","Dec 6, 2021","Dec 5, 2022",https://theijf.org/procurement/p000030279_ssc
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$14,125","Sep 20, 2022","Sep 20, 2022","Nov 30, 2022",https://theijf.org/procurement/p000040548_ssc
Federal,"Communications/Networking equipment (includes analog, digital and combined analog/digital equipment, cabling, parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$830,279","Nov 20, 2021","Nov 20, 2021","Nov 19, 2022",https://theijf.org/procurement/p000029771_ssc
Federal,Computer Equipment - Servers,Public Health Agency of Canada,BELL CANADA,"$984,353","Mar 8, 2022","Mar 8, 2022","Oct 30, 2022",https://theijf.org/procurement/r21104007_phac
Federal,"Computer equipment related to production and operations (P&O) environment-All servers, storage, printers, etc. (includes all related parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$27,565","Oct 22, 2021","Oct 22, 2021","Oct 28, 2022",https://theijf.org/procurement/p000029277_ssc
Federal,"Computer equipment related to production and operations (P&O) environment-All servers, storage, printers, etc. (includes all related parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$38,700","Oct 27, 2021","Oct 27, 2021","Oct 26, 2022",https://theijf.org/procurement/p000029226_ssc
Federal,"Computer equipment related to production and operations (P&O) environment-All servers, storage, printers, etc. (includes all related parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$247,902","Oct 21, 2021","Oct 21, 2021","Oct 20, 2022",https://theijf.org/procurement/p000029254_ssc
Federal,"Communications/Networking equipment (includes analog, digital and combined analog/digital equipment, cabling, parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$15,925","Oct 16, 2020","Oct 16, 2020","Oct 15, 2022",https://theijf.org/procurement/p000017805_ssc
Federal,"Image/Video communications equipment (includes telepresence/video conferencing equipment, cabling, parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$327,223","Sep 21, 2021","Sep 21, 2021","Sep 21, 2022",https://theijf.org/procurement/p000028264_ssc
Federal,"Communications/Networking equipment (includes analog, digital and combined analog/digital equipment, cabling, parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$205,827","Sep 21, 2021","Sep 21, 2021","Sep 20, 2022",https://theijf.org/procurement/p000028589_ssc
